module,column,year,code,label_old,status_old,evidence_old,label_new,status_new,evidence_new
02,estrato,2006,4,"Centros poblados de 4,001 a 10,000 viviendas",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Centros poblados de 4,001 a 10,000 viviendas.",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'ESTRATO ... 4 Centros poblados de 4,001 a 10,000 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2006,5,"Centros poblados de 401 a 4,000 viviendas",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Centros poblados de 401 a 4,000 viviendas.",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'ESTRATO ... 5 Centros poblados de 401 a 4,000 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2006,6,Centros poblados con menos de 401 viviendas,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Centros poblados con menos de 401 viviendas.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'ESTRATO ... 6 Centros poblados con menos de 401 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2006,7,Área de Empadronamiento Rural Compuesta - AER Compuesto,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Area de empadronamiento rural compuesta - aer compuesto,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'ESTRATO ... 7 Area de empadronamiento rural compuesta - AER Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2006,8,Área de Empadronamiento Rural Simple - AER Simple,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Area de empadronamiento rural simple - aer simple,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'ESTRATO ... 8 Area de empadronamiento rural simple - AER Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2006,0,Panel (No presente el año actual),verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Panel (no presente el año actual),verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P203 ... 0 Panel (No Presente el año actual)'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2006,4,Yerno/Nuera,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Yerno/nuera,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P203 ... 4 Yerno/Nuera'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2006,6,Padres/Suegros,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Padres/suegros,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P203 ... 6 Padres/Suegros'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2006,8,Trabajador Hogar,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Trabajador hogar,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P203 ... 8 Trabajador Hogar'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p204,2006,1,Sí,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P204 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p205,2006,1,Sí,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P205 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p206,2006,1,Sí,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P206 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p210,2006,1,Sí,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P210 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2006,1,Ayudó en el negocio de la casa o de un familiar,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en el negocio de la casa o de un familiar.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P211 ... 1 Ayudó en el negocio de la casa o de un familiar.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2006,2,Ayudó realizando labores domésticas en otra vivienda,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó realizando labores domesticas en otra vivienda.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P211 ... 2 Ayudó realizando labores domesticas en otra vivienda.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2006,3,Ayudó a elaborar productos para la venta,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó a elaborar productos para la venta.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P211 ... 3 Ayudó a elaborar productos para la venta.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2006,4,Ayudó en la chacra o pastoreo de animales,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en la chacra o pastoreo de animales.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P211 ... 4 Ayudó en la chacra o pastoreo de animales.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2006,5,"Vendió productos: caramelos, dulces, etc.",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Vendió productos : caramelos, dulces, etc.",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P211 ... 5 Vendió productos : caramelos, dulces, etc.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2006,6,"Prestó servicios: lavando carros, lustrando calzado, etc.",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Prestó servicios : lavando carros, lustrando calzado, etc.",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P211 ... 6 Prestó servicios : Lavando carros, lustrando calzado, etc.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2006,7,"Elaboración de productos: chompas, etc.",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Elaboración de productos : chompas, etc",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'P211 ... 7 Elaboración de productos : chompas, etc'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2006,1,Ayudó en el negocio de la casa o de un familiar,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en el negocio de la casa o de un familiar.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'T211 ... 1 Ayudó en el negocio de la casa o de un familiar.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2006,2,Ayudó realizando labores domésticas en otra vivienda,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó realizando labores domesticas en otra vivienda.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'T211 ... 2 Ayudó realizando labores domesticas en otra vivienda.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2006,3,Ayudó a elaborar productos para la venta,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó a elaborar productos para la venta.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'T211 ... 3 Ayudó a elaborar productos para la venta.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2006,4,Ayudó en la chacra o pastoreo de animales,verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en la chacra o pastoreo de animales.,verified,"INEI's official 2006 Diccionario de Datos states it outright: 'T211 ... 4 Ayudó en la chacra o pastoreo de animales.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2006,5,"Vendió productos: caramelos, dulces, etc.",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Vendió productos : caramelos, dulces, etc.",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'T211 ... 5 Vendió productos : caramelos, dulces, etc.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2006,6,"Prestó servicios: lavando carros, lustrando calzado, etc.",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Prestó servicios : lavando carros, lustrando calzado, etc.",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'T211 ... 6 Prestó servicios : Lavando carros, lustrando calzado, etc.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2006,7,"Elaboración de productos: chompas, etc.",verified,"INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift","Elaboración de productos : chompas, etc",verified,"INEI's official 2006 Diccionario de Datos states it outright: 'T211 ... 7 Elaboración de productos : chompas, etc'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,dominio,2004,1,Costa Norte,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Costa norte,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'DOMINIO ... 1 Costa Norte'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,dominio,2004,2,Costa Centro,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Costa centro,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'DOMINIO ... 2 Costa Centro'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,dominio,2004,3,Costa Sur,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Costa sur,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'DOMINIO ... 3 Costa Sur'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,dominio,2004,4,Sierra Norte,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Sierra norte,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'DOMINIO ... 4 Sierra Norte'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,dominio,2004,5,Sierra Centro,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Sierra centro,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'DOMINIO ... 5 Sierra Centro'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,dominio,2004,6,Sierra Sur,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Sierra sur,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'DOMINIO ... 6 Sierra Sur'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,dominio,2004,8,Lima Metropolitana,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Lima metropolitana,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'DOMINIO ... 8 Lima Metropolitana'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,1,"Centros poblados de más de 100,000 viviendas",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Centros poblados mayor de 100,000 viviendas.",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 1 Centros poblados mayor de 100,000 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,2,"Centros poblados de 20,001 a 100,000 viviendas",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Centros poblados de 20,001 a 100,000 viviendas.",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 2 Centros poblados de 20,001 a 100,000 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,3,"Centros poblados de 10,001 a 20,000 viviendas",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Centros poblados de 10,001 a 20,000 viviendas.",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 3 Centros poblados de 10,001 a 20,000 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,4,"Centros poblados de 4,001 a 10,000 viviendas",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Centros poblados de 4,001 a 10,000 viviendas.",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 4 Centros poblados de 4,001 a 10,000 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,5,"Centros poblados de 401 a 4,000 viviendas",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Centros poblados de 401 a 4,000 viviendas.",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 5 Centros poblados de 401 a 4,000 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,6,Centros poblados con menos de 401 viviendas,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Centros poblados con menos de 401 viviendas.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 6 Centros poblados con menos de 401 viviendas.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,7,Área de Empadronamiento Rural Compuesta - AER Compuesto,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Area de empadronamiento rural compuesta - aer compuesto,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 7 Area de empadronamiento rural compuesta - AER Compuesto'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,estrato,2004,8,Área de Empadronamiento Rural Simple - AER Simple,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Area de empadronamiento rural simple - aer simple,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'ESTRATO ... 8 Area de empadronamiento rural simple - AER Simple'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2004,0,Panel (No presente el año actual),verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Panel (no presente el año actual),verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P203 ... 0 Panel (No Presente el año actual)'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2004,4,Yerno/Nuera,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Yerno/nuera,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P203 ... 4 Yerno/Nuera'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2004,6,Padres/Suegros,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Padres/suegros,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P203 ... 6 Padres/Suegros'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p203,2004,8,Trabajador Hogar,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Trabajador hogar,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P203 ... 8 Trabajador Hogar'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p204,2004,1,Sí,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P204 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p205,2004,1,Sí,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P205 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p206,2004,1,Sí,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P206 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p210,2004,1,Sí,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Si,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P210 ... 1 Si'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2004,1,Ayudó en el negocio de la casa o de un familiar,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en el negocio de la casa o de un familiar.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P211 ... 1 Ayudó en el negocio de la casa o de un familiar.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2004,2,Ayudó realizando labores domésticas en otra vivienda,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó realizando labores domesticas en otra vivienda.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P211 ... 2 Ayudó realizando labores domesticas en otra vivienda.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2004,3,Ayudó a elaborar productos para la venta,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó a elaborar productos para la venta.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P211 ... 3 Ayudó a elaborar productos para la venta.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2004,4,Ayudó en la chacra o pastoreo de animales,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en la chacra o pastoreo de animales.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P211 ... 4 Ayudó en la chacra o pastoreo de animales.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2004,5,"Vendió productos: caramelos, dulces, etc.",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Vendió productos : caramelos, dulces, etc.",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P211 ... 5 Vendió productos : caramelos, dulces, etc.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2004,6,"Prestó servicios: lavando carros, lustrando calzado, etc.",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Prestó servicios : lavando carros, lustrando calzado, etc.",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P211 ... 6 Prestó servicios : Lavando carros, lustrando calzado, etc.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,p211,2004,7,"Elaboración de productos: chompas, etc.",verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift","Elaboración de productos : chompas, etc",verified,"INEI's official 2004 Diccionario de Datos states it outright: 'P211 ... 7 Elaboración de productos : chompas, etc'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2004,1,Ayudó en el negocio de la casa o de un familiar,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en el negocio de la casa o de un familiar.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'T211 ... 1 Ayudó en el negocio de la casa o de un familiar.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2004,2,Ayudó realizando labores domésticas en otra vivienda,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó realizando labores domesticas en otra vivienda.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'T211 ... 2 Ayudó realizando labores domesticas en otra vivienda.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2004,3,Ayudó a elaborar productos para la venta,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó a elaborar productos para la venta.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'T211 ... 3 Ayudó a elaborar productos para la venta.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
02,t211,2004,4,Ayudó en la chacra o pastoreo de animales,verified,"INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift",Ayudó en la chacra o pastoreo de animales.,verified,"INEI's official 2004 Diccionario de Datos states it outright: 'T211 ... 4 Ayudó en la chacra o pastoreo de animales.'. The .dta simply omits the value label that the published dictionary carries. Exact year, exact variable, exact code."
